phrase,sentiment_score
The affectionate loopiness that once seemed congenital to Demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled Hollywood post-production effects .,0
's a bit disappointing that it only manages to be decent instead of dead brilliant,2
is,2
out,1
"that makes the movie a spirited and touching occasion , despite its patchy construction",3
teenage,2
wrong,1
young,2
quiet,2
Muccino 's,2
Entertainer,2
`,2
J.K. Rowling 's,2
is almost,1
"Offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm",1
"really , we 've been here , done that",1
the theater,2
slightly anarchic,2
it,2
heinous man,2
lost weight,2
Turns potentially forgettable formula into something strangely diverting .,3
",",2
talented young Gaghan 's resume,4
last,2
have,2
the,2
Jeffrey Dahmer,2
the,2
sporadically,2
at its best,4
of,2
"pulled , but",2
you,2
witty and,3
I ca n't quite recommend it -- it 's too patched together -- but I almost can,1
watching,2
is,2
anchored,2
as artificial as the video games,2
the mixture,2
are all,2
"about seduction , where backstabbing and betrayals are celebrated",2
.,2
"A big , gorgeous , sprawling swashbuckler that",4
severed limb,2
bored,1
and,2
possible,2
green,2
upon,2
best,4
triangle,2
young,2
couple,2
Easily my choice for one of the year 's best films . ',4
"the quickly named Blossom , Bubbles and Buttercup supernatural",2
and,2
ca n't do,2
sung,2
"more importantly , it 's just not scary",0
is a well worn conceit .,3
is,2
fryers,2
",",2
Hawk-style stunts,2
"is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against",1
--,2
"turned upside down , first by passion and then",2
romantic comedy,2
the dragons,2
is more than just a filmed opera .,2
",",2
kiddie paean to pro basketball underwritten by the NBA,2
give the film a certain timeless quality,4
mistake,2
a story that 's compelling and heartfelt -- even if the heart belongs to a big,3
of,2
a,2
the,2
the kind of movie,2
It,2
a,2
movie,2
with,2
Oliver,2
bubble up from the vast collective memory of the combatants,2
casting,2
utterly,2
look like,2
's,2
of,2
is,2
Murphy film,2
like scrubbing the toilet,1
'',2
a loosely autobiographical story,2
Campbell Scott gives a star performance that is nothing short of mesmerizing,4
that,2
"Nasty , ugly , pointless and depressing , even if you hate clowns .",2
it,2
makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent,3
chins,2
without,2
a good script,3
of,2
.,2
political correctness,2
manage,2
"In a way , the film feels like a breath of fresh air , but only to those that allow it in .",4
maybe even a notch,2
"and more importantly , character empathy --",3
n't,2
crucial,2
the,2
us,3
seem entirely convincing even when its script is not,3
",",2
his,2
"auspicious , and daring ,",3
all the more,2
of,2
feelings,2
these,2
"as a film , while at the same time being a most touching reconsideration of the familiar masterpiece",3
", as a visual treat , the film is almost unsurpassed .",4
film,2
more than play an innocuous game of fill-in - the-blanks with a tragic past .,3
As,2
audiences,2
", the film delivers a solid mixture of sweetness and laughs .",4
with,2
Attempts,2
this ensemble film,2
from hope and euphoria,3
contemporary individuals,2
and,2
Kennedy assassination,2
is,2
be,2
of life,2
're,2
Slick piece,3
as,2
getting irritating,1
some,2
or,2
've decided to leave a light on every night from now on .,2
delivering,2
its,2
are,2
.,2
disillusionment,1
will,2
come along,2
about techno-saturation,2
No,1
",",2
the wacky talent that brought him fame in the first place,3
vehicle,2
The problem,2
that,2
played,2
"A moody ,",2
more,2
meaning,2
the thin characterizations,1
the point,2
",",2
the show goes up,2
and,2
rather,2
to,2
raft,2
a halfhearted twist on its cautionary message :,1
an impostor,1
that,2
smooth sleight,3
the first and,3
if it was made without much thought,1
lift this heartfelt enterprise,3
spell,2
"'s undone by the sogginess of its contemporary characters , and actors",1
", character development -- and more importantly , character empathy -- is at the heart of Italian for Beginners .",3
a mainstream American audience,2
"powerful , accessible and funny",4
the,2
n't,2
American triteness and simplicity,2
is,2
", `` Crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .",0
surprisingly engaging film,3
our craving for fake stimulation,2
",",2
"Wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by Silly Putty and Kmart blue-light-special effects all",0
of,2
when the intention is quite the opposite,1
far more interesting than the final destination,3
facilitator,2
Skins has a right to yawp,2
seems,2
does n't believe in itself,1
pop,2
",",2
Kept aloft largely by a comically adept ensemble,3
lost,2
comedy,3
days,2
man,2
his,2
84 minutes of rolling musical back,2
a,2
", pointless and depressing , even if you",0
"may inspire a few younger moviegoers to read Stevenson 's book , which is a treasure in and of itself",3
.,2
"It has the ability to offend and put off everyone ,",0
There,2
Evil games,2
'',2
loses,1
money,2
is warmly,3
many,2
's pretty toxic in its own right,0
Enough,2
mark,2
for the kids,3
worn,1
quickly named,2
British,2
expect,2
so,2
is her Blue Lagoon,2
comic,2
the film,2
with,2
!,2
playfulness and,3
Anna Chancellor,2
motherland,2
a green Mohawk and a sheet of fire-red flame,2
"hip , young adult entertainment",3
",",2
us,3
"There 's something with potential here , but the movie decides , like Lavinia , to go the conservative route",2
", acting and character development",2
by,2
basketball,2
as,2
just,2
more,2
...,2
has long been plundered by similar works featuring the insight and punch this picture so conspicuously,1
Caine,2
accompany,2
the constant referencing of hip-hop arcana can alienate even the savviest audiences .,2
the,2
director,2
is also,2
-RRB-,3
one,2
inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows,3
shake a severed limb,1
the heart of American society in an unnerving way,3
a lot,2
a green Mohawk and,2
and touching occasion,3
than part of the scenery,2
as much as it belongs to Martin Scorsese,2
acting,2
The film,2
we,2
Exactly what it claims to be -- a simple diversion for the kids .,2
"Stephen Rea , Aidan Quinn",2
for,2
.,2
what,2
are comparable to a cardboard cutout,1
with,2
redeeming,2
and,2
's too long and too convoluted,1
beyond,2
you 're going from one room to the next and,2
in,2
while watching it,2
This,2
same,2
"Director of photography Benoit Delhomme shot the movie in delicious colors , and the costumes and sets are grand",4
entertainment,3
diverse,3
fear-reducing,2
Some of their jokes,2
", director Carlos Carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .",3
mortality,2
"Some of it is clever , but it is never melodic \/",2
some series of carefully structured plot points,2
"their famous dad ,",2
should,2
A momentary escape from the summer heat and the sedentary doldrums that set in at this time of year,3
The,2
watched,2
of the narratives,2
"The format gets used best ... to capture the dizzying heights achieved by motocross and BMX riders , whose balletic hotdogging occasionally ends in bone-crushing screwups .",3
for her husband,2
stylish and,3
The heavy-handed film,2
of,2
For,2
're,2
much,2
be hip,2
more,2
tricky,2
nearly as much,2
this world needs less of,1
while,2
more,2
with,2
movie,2
characters,2
'em -,2
fly by,2
Friel and Williams 's exceptional performances,3
"You wo n't like Roger , but you will quickly recognize him",2
takes,2
knows the form 's history,3
played in the most straight-faced fashion,3
than much,2
otherwise compelling,2
no denying the fun of watching De Niro and Crystal having fun,4
"vapid , insensitive",1
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling",3
two,2
coincidences,2
it,2
of,2
long,2
theater feeling,3
that,2
ripping people,2
By,2
Best Friend 's,2
the what,2
",",2
My reaction in a word : disappointment,0
's,2
It,2
unforgettable,4
the grace-in-rebellion,2
"An unpredictable blend of gal-pal smart talk , romantic comedy and dark tragedy that bites off considerably more than writer\/director John McKay can swallow .",2
"`` The Ring '' is pretty much an English-language copy of the film that inspired it , and",2
and,2
titled,2
sad for Lise,1
-RRB-,3
gripping,3
and,2
movie,2
a lot of the virtues of,3
--,2
character,2
enthusiast,3
"thrilling , touching or , yikes , uproarious",4
comprehensible impulses,2
A,2
Goodall,2
No,1
and,2
one,2
look as good or better than in the original,4
"lively , convincing dialogue",4
and,2
the beauty,3
is impossible to look away,3
Leguizamo,2
a,2
plying into your subconscious,3
seriousness,2
sailors and folks,2
it,2
here,2
who,2
surprisingly,3
end,2
little boys on baseball fields,2
actor,2
and,2
director,2
just kind of sits there and,1
"of the quality of a lesser Harrison Ford movie - Six Days , Seven Nights , maybe , or that dreadful Sabrina remake",1
make,2
it,2
moviegoer,2
.,2
another video movie,2
movie,2
of Love,2
derivative,3
the first,2
college,3
be,2
Shamu,2
the story,2
.,2
much more emotional journey,3
enjoy,4
a delightful blend,3
and,2
Magnolia Primavera,1
engrossing and,2
for,2
Quills '',2
primitive,2
the,2
voice,2
-LRB- this one included -RRB-,2
short,2
out,1
laser-beam,2
seeking with Trouble,2
", twist-and-turn thriller",3
levels and,2
and,2
by,2
its script,2
"If director Michael Dowse only superficially understands his characters , he does n't hold them in contempt .",1
appreciation,3
care for it,2
musty adaptation,1
wrench my eyes out of my head and,0
John Carpenter 's Ghosts of Mars,2
in the most depressing places,1
leaves,2
ca n't,2
much falseness,1
is to be commended for its straight-ahead approach to creepiness,2
is dull,0
la,2
It,2
developed,3
music,2
filmmakers new bobbed,2
runs the gamut from stale parody,1
critical distance,2
short,2
of,2
Got Fingered,2
",",2
"restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging",0
that,2
ideas,2
sedentary,1
and,2
works with Weaver 's sensitive reactions,3
's,2
whether they consider that a good thing,2
their counterparts,2
're,2
awful,2
is,2
love,4
her own creation,2
leads,2
.,2
ca n't lift this heartfelt enterprise out of the familiar,2
know,2
in something lighter and sunnier,3
to characters and story,2
its,2
feels empty and unsatisfying,0
's,2
a,2
accumulated force,2
appeal more to guys,2
place,2
Salton,2
at,2
much,2
has,2
put,2
at a perpetual frat party ... How can something so gross be so boring ?,0
every bad idea,1
comedy,3
expense,2
his portrait of sex-as-war,2
too Buff \/ Fred thinks he 's tough \/,2
music,2
There,2
audience hostage,0
is banal,1
come,2
murder mystery,2
; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,4
painful,1
a,2
clipped and abbreviated,2
its,2
upon which it is based,2
unpleasant,1
slump,1
Japanese Alice,2
's,2
there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .,1
script,2
"That dogged good will of the parents and ` vain ' Jia 's defoliation of ego , make the film touching despite some doldrums .",3
brutal set pieces,2
has little else to offer,1
this film,2
Hollywood,2
has,2
this Imposter,2
horror,1
wrap,2
"this , or any ,",2
in,2
be,2
insight,2
it,2
a,2
from between the badly dated cutesy-pie mystery scenario and the newfangled Hollywood post-production effects,1
American,2
to,2
mainly nonprofessional cast,1
and,2
present,2
its,2
low,2
's a work by an artist so in control of both his medium and his message,4
the time,2
",",2
grief,2
just,2
makes you itch,1
", empathetic performances",3
